lat,lon,localizacao,classe,confianca,justificativa,n_imagens,data_inicio,data_fim,plataformas,thumbnail_url,fonte_imagem,stac_browser_url,stac_id_repr,thumbnail_carregada,tags_osm
19.4,-155.2,"Volcano, Hawaii, United States",Agricultura / Desmatamento,Alta,As tags OSM confirmam explicitamente 'landuse=farmland' na região. A localização no Havaí em zona tropical com potencial agrícola é consistente com atividade de desmatamento para agricultura. A imagem mostra área predominantemente verde com padrões que sugerem uso da terra para fins agrícolas.,6,2024-08-06,2024-10-10,"capella-10, capella-13","Esri Satellite tile (19.40,-155.20)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-08/capella-open-data-2024-08-06/CAPELLA_C10_SP_GEO_HH_20240806084128_20240806084159/CAPELLA_C10_SP_GEO_HH_20240806084128_20240806084159.json,CAPELLA_C10_SP_GEO_HH_20240806084128_20240806084159,True,Agricultura / Desmatamento: landuse=farmland
19.4,-155.1,"Hawaii, United States",Vulcão / Atividade Geológica,Alta,"A imagem mostra claramente uma cratera vulcânica com fluxos de lava escura e atividade geológica recente. As coordenadas (19.4000, -155.1000) localizam o ponto no Havaí, região conhecida por vulcões ativos como Kilauea. O monitoramento SAR intensivo (6 imagens em 5 dias) com alta resolução (0.29m) é consistente com acompanhamento de atividade vulcânica.",6,2025-02-05,2025-02-11,capella-13,"Esri Satellite tile (19.40,-155.10)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-02/capella-open-data-2025-02-05/CAPELLA_C13_SP_GEO_HH_20250205170351_20250205170426/CAPELLA_C13_SP_GEO_HH_20250205170351_20250205170426.json,CAPELLA_C13_SP_GEO_HH_20250205170351_20250205170426,True,
36.9,-6.0,"Lebrija, Andalucía, España",Agricultura / Desmatamento,Alta,"As tags OSM confirmam presença de atividade agrícola (landuse=farmyard) e a imagem satelital mostra claramente um padrão de campos cultivados em talhões geométricos típicos de agricultura intensiva. O monitoramento SAR de alta frequência (a cada 2 dias) é consistente com acompanhamento de safras ou mudanças na cobertura vegetal agrícola na região de Andalucía, Espanha.",6,2023-01-02,2023-01-12,capella-8,"Esri Satellite tile (36.90,-6.00)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-01/capella-open-data-2023-01-02/CAPELLA_C08_SP_GEO_HH_20230102102719_20230102102743/CAPELLA_C08_SP_GEO_HH_20230102102719_20230102102743.json,CAPELLA_C08_SP_GEO_HH_20230102102719_20230102102743,True,"Área de Mineração: landuse=quarry; Base Militar: military=barracks,landuse=military; Agricultura / Desmatamento: landuse=farmyard"
37.8,-122.5,"San Francisco, California, United States",Costa / Oceano,Alta,"A imagem mostra claramente uma interface costeira natural entre água e terra em San Francisco, sem estruturas portuárias organizadas como cais ou guindastes. Embora as tags OSM indiquem presença de área portuária e base militar no raio de 8km, a região específica monitorada (Seacliff) apresenta características predominantemente costeiras naturais com zona urbana adjacente, mas sem infraestrutura portuária visível na área de interesse.",6,2024-11-12,2024-11-24,capella-13,"Esri Satellite tile (37.80,-122.50)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-11/capella-open-data-2024-11-12/CAPELLA_C13_SP_GEO_HH_20241112185032_20241112185042/CAPELLA_C13_SP_GEO_HH_20241112185032_20241112185042.json,CAPELLA_C13_SP_GEO_HH_20241112185032_20241112185042,True,"Área Portuária: industrial=port; Base Militar: landuse=military,military=bunker,military=range,military=office; Agricultura / Desmatamento: landuse=farmyard"
-30.8,121.5,"Boulder, Western Australia, Australia",Área de Mineração,Alta,"As tags OSM confirmam explicitamente 'landuse=quarry' e 'industrial=mine' na área. A imagem satelital mostra claramente uma grande operação de mineração a céu aberto com cratera característica, pilhas de rejeito e padrões de extração típicos. A localização em Kalgoorlie-Boulder, Western Australia, é uma região historicamente conhecida pela mineração de ouro.",4,2023-04-21,2023-05-16,capella-8,"Esri Satellite tile (-30.80,121.50)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-04/capella-open-data-2023-04-21/CAPELLA_C08_SP_GEO_HH_20230421135351_20230421135415/CAPELLA_C08_SP_GEO_HH_20230421135351_20230421135415.json,CAPELLA_C08_SP_GEO_HH_20230421135351_20230421135415,True,"Área de Mineração: landuse=quarry,industrial=mine"
-28.8,122.4,"Laverton, Western Australia, Australia",Área de Mineração,Alta,"As tags OSM confirmam explicitamente 'landuse=quarry, industrial=mine' indicando área de mineração. A imagem mostra estruturas típicas de mineração incluindo uma grande cava a céu aberto, pilhas de rejeito e estradas de acesso. A localização em Western Australia, região conhecida pela atividade mineradora, corrobora com a classificação.",4,2023-10-17,2023-11-16,capella-10,"Esri Satellite tile (-28.80,122.40)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-10/capella-open-data-2023-10-17/CAPELLA_C10_SP_GEO_HH_20231017061809_20231017061846/CAPELLA_C10_SP_GEO_HH_20231017061809_20231017061846.json,CAPELLA_C10_SP_GEO_HH_20231017061809_20231017061846,True,"Área de Mineração: landuse=quarry,industrial=mine"
-20.7,121.7,"Western Australia, Australia",Área de Mineração,Alta,"A imagem mostra claramente estruturas lineares paralelas características de operações de mineração a céu aberto, com padrões de escavação em terraços. A localização em Telfer, Western Australia, na região de Pilbara conhecida por mineração, combinada com o monitoramento SAR de alta resolução (0.325m) usando múltiplas plataformas, confirma atividade de mineração significativa.",4,2023-09-01,2023-09-13,"capella-10, capella-9","Esri Satellite tile (-20.70,121.70)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-09/capella-open-data-2023-09-01/CAPELLA_C10_SP_GEO_HH_20230901170639_20230901170715/CAPELLA_C10_SP_GEO_HH_20230901170639_20230901170715.json,CAPELLA_C10_SP_GEO_HH_20230901170639_20230901170715,True,
34.1,-118.7,"Unincorporated Santa Monica Mountains, California, United States",Base Militar,Alta,"As tags OSM confirmam presença militar (landuse=military, military=bunker, military=historic) nas Santa Monica Mountains. O monitoramento SAR intensivo com alta resolução (0.27m) a cada 0.7 dias indica atividade sensível que requer vigilância frequente, consistente com instalações militares.",4,2024-12-11,2024-12-14,capella-13,"Esri Satellite tile (34.10,-118.70)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-12/capella-open-data-2024-12-11/CAPELLA_C13_SP_GEO_HH_20241211094727_20241211094738/CAPELLA_C13_SP_GEO_HH_20241211094727_20241211094738.json,CAPELLA_C13_SP_GEO_HH_20241211094727_20241211094738,True,"Base Militar: landuse=military,military=bunker,military=historic; Agricultura / Desmatamento: landuse=farmland,landuse=vineyard,landuse=orchard"
34.1,-118.2,"Los Angeles, California, United States",Base Militar,Alta,"As tags OSM confirmam presença de instalações militares (military=office, landuse=military) na região. O monitoramento SAR intensivo com alta resolução (0.295m) e frequência elevada (a cada 0.7 dias) é consistente com vigilância de infraestrutura militar sensível. A localização em Highland Park, Los Angeles, alinha-se com a presença documentada de facilidades militares na área metropolitana.",4,2025-08-30,2025-09-02,capella-13,"Esri Satellite tile (34.10,-118.20)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-30/CAPELLA_C13_SP_GEO_HH_20250830031430_20250830031509/CAPELLA_C13_SP_GEO_HH_20250830031430_20250830031509.json,CAPELLA_C13_SP_GEO_HH_20250830031430_20250830031509,True,"Base Militar: military=office,landuse=military; Agricultura / Desmatamento: landuse=farmyard"
37.0,-6.1,"Lebrija, Andalucía, España",Agricultura / Desmatamento,Alta,"A imagem revela claramente um padrão geométrico típico de agricultura intensiva com campos cultivados em talhões retangulares de diferentes tamanhos e cores, indicando diferentes cultivos e estágios de crescimento. A localização em Lebrija, Andalucía, é consistente com uma região agrícola produtiva da Espanha. O monitoramento SAR intensivo com alta resolução (0.38m) sugere acompanhamento do desenvolvimento das culturas ou mudanças no uso da terra agrícola.",4,2022-11-19,2022-11-23,"capella-3, capella-8","Esri Satellite tile (37.00,-6.10)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2022/capella-open-data-2022-11/capella-open-data-2022-11-19/CAPELLA_C03_SP_GEO_VV_20221119101221_20221119101243/CAPELLA_C03_SP_GEO_VV_20221119101221_20221119101243.json,CAPELLA_C03_SP_GEO_VV_20221119101221_20221119101243,True,
37.1,-76.4,"Virginia, United States",Base Militar,Alta,"As tags OSM confirmam presença militar com military=checkpoint, landuse=military, military=barracks e military=office em raio de 8km. A imagem mostra desenvolvimento suburbano organizado típico de áreas próximas a instalações militares. A localização em Virginia, estado com forte presença militar, corrobora esta classificação.",4,2021-09-04,2022-05-18,capella-2,"Esri Satellite tile (37.10,-76.40)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2021/capella-open-data-2021-09/capella-open-data-2021-09-04/CAPELLA_C02_SP_GEO_HH_20210904014246_20210904014312/CAPELLA_C02_SP_GEO_HH_20210904014246_20210904014312.json,CAPELLA_C02_SP_GEO_HH_20210904014246_20210904014312,True,"Base Militar: military=checkpoint,landuse=military,military=barracks,military=office; Agricultura / Desmatamento: landuse=farmland"
39.0,-74.9,"Lower Township, New Jersey, United States",Base Militar,Alta,"A imagem revela claramente um aeroporto militar com múltiplas pistas de pouso em formato de X, hangares militares, e instalações de apoio características de uma base aérea. A alta resolução SAR (0.325m) e monitoramento frequente (a cada 5 dias) com múltiplas plataformas Capella são consistentes com vigilância de instalação militar estratégica.",4,2024-03-19,2024-04-04,"capella-9, capella-10","Esri Satellite tile (39.00,-74.90)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-03/capella-open-data-2024-03-19/CAPELLA_C09_SP_GEO_HH_20240319095913_20240319095945/CAPELLA_C09_SP_GEO_HH_20240319095913_20240319095945.json,CAPELLA_C09_SP_GEO_HH_20240319095913_20240319095945,True,
39.2,-75.0,"Maurice River Township, New Jersey, United States",Agricultura / Desmatamento,Alta,"As tags OSM confirmam explicitamente a presença de áreas agrícolas (landuse=farmland, landuse=farmyard) na região. A imagem satelital mostra claramente um padrão de uso da terra característico de atividade agrícola, com campos organizados e áreas de vegetação intercaladas com zonas cultivadas ou preparadas para cultivo. A localização em Nova Jersey, região com forte tradição agrícola, corrobora essa classificação.",4,2022-06-26,2022-08-18,capella-3,"Esri Satellite tile (39.20,-75.00)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2022/capella-open-data-2022-06/capella-open-data-2022-06-26/CAPELLA_C03_SP_GEO_HH_20220626144356_20220626144417/CAPELLA_C03_SP_GEO_HH_20220626144356_20220626144417.json,CAPELLA_C03_SP_GEO_HH_20220626144356_20220626144417,True,"Área de Mineração: landuse=quarry; Agricultura / Desmatamento: landuse=farmland,landuse=farmyard"
39.4,-0.3,España,Costa / Oceano,Alta,"A imagem mostra claramente uma interface costa-oceano com águas azul-turquesa características do Mediterrâneo, faixa de areia e vegetação costeira. As coordenadas (39.4000, -0.3000) confirmam localização na costa mediterrânea da Espanha. Não há infraestrutura portuária, militar ou industrial visível, caracterizando área costeira natural.",4,2022-01-07,2022-07-12,capella-3,"Esri Satellite tile (39.40,-0.30)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2022/capella-open-data-2022-01/capella-open-data-2022-01-07/CAPELLA_C03_SP_GEO_HH_20220107205605_20220107205621/CAPELLA_C03_SP_GEO_HH_20220107205605_20220107205621.json,CAPELLA_C03_SP_GEO_HH_20220107205605_20220107205621,True,
40.1,-123.5,"California, United States",Área de Mineração,Alta,"Tag OSM confirma 'landuse=quarry' dentro do raio de 8km, indicando atividade de mineração na região. A imagem de satélite mostra terreno montanhoso com padrões de vegetação esparsa e estradas de acesso típicas de áreas de extração mineral. O monitoramento SAR em alta resolução (0.27m) é consistente com o acompanhamento de operações de mineração.",4,2025-09-23,2025-10-07,capella-13,"Esri Satellite tile (40.10,-123.50)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-09/capella-open-data-2025-09-23/CAPELLA_C13_SP_GEO_VV_20250923031621_20250923031630/CAPELLA_C13_SP_GEO_VV_20250923031621_20250923031630.json,CAPELLA_C13_SP_GEO_VV_20250923031621_20250923031630,True,Área de Mineração: landuse=quarry
40.1,-75.1,"Abington Township, Pennsylvania, United States",Agricultura / Desmatamento,Alta,As tags OSM confirmam presença de landuse=farmland e landuse=orchard na região. A imagem satelital mostra claramente áreas de campos cultivados e padrões geométricos característicos de atividade agrícola entre áreas florestadas densas. O monitoramento SAR intensivo com alta resolução (0.342m) sugere acompanhamento de mudanças no uso da terra agrícola.,4,2024-12-12,2024-12-13,capella-10,"Esri Satellite tile (40.10,-75.10)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-12/capella-open-data-2024-12-12/CAPELLA_C10_SP_GEO_HH_20241212172529_20241212172554/CAPELLA_C10_SP_GEO_HH_20241212172529_20241212172554.json,CAPELLA_C10_SP_GEO_HH_20241212172529_20241212172554,True,"Área de Mineração: landuse=quarry; Base Militar: landuse=military,military=office; Agricultura / Desmatamento: landuse=farmland,landuse=orchard"
40.7,-74.0,"New York, New York, United States",Área Portuária,Alta,"As tags OSM confirmam explicitamente a presença de área portuária (industrial=port, harbour=yes, landuse=harbour). A localização em Lower Manhattan, New York, é uma cidade portuária conhecida mundialmente. A imagem satelital mostra claramente a interface água-terra característica de uma zona portuária urbana densamente desenvolvida.",4,2021-06-29,2021-07-21,capella-2,"Esri Satellite tile (40.70,-74.00)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2021/capella-open-data-2021-06/capella-open-data-2021-06-29/CAPELLA_C02_SP_GEO_HH_20210629043240_20210629043306/CAPELLA_C02_SP_GEO_HH_20210629043240_20210629043306.json,CAPELLA_C02_SP_GEO_HH_20210629043240_20210629043306,True,"Área Portuária: industrial=port,harbour=yes,landuse=harbour; Base Militar: military=checkpoint,landuse=military,military=office; Agricultura / Desmatamento: landuse=farmland"
44.9,-72.2,"Coventry, Vermont, United States",Agricultura / Desmatamento,Alta,"Tags OSM confirmam presença de landuse=farmland e landuse=farmyard na região. A imagem satelital mostra claramente padrão agrícola com campos cultivados, áreas de pastagem e propriedades rurais típicas de Vermont. O monitoramento SAR intensivo (2.7 dias) em alta resolução sugere acompanhamento de mudanças sazonais ou práticas agrícolas.",4,2022-06-18,2022-06-26,capella-6,"Esri Satellite tile (44.90,-72.20)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2022/capella-open-data-2022-06/capella-open-data-2022-06-18/CAPELLA_C06_SP_GEO_HH_20220618010220_20220618010245/CAPELLA_C06_SP_GEO_HH_20220618010220_20220618010245.json,CAPELLA_C06_SP_GEO_HH_20220618010220_20220618010245,True,"Área de Mineração: landuse=quarry; Agricultura / Desmatamento: landuse=farmland,landuse=farmyard"
-33.7,150.7,"New South Wales, Australia",Base Militar,Alta,"Tags OSM confirmam presença de landuse=military na região. Monitoramento SAR intensivo com alta resolução (0.325m) e frequência elevada (2 imagens em período muito curto) indica interesse em instalação militar. Localização em New South Wales, região estratégica da costa leste australiana.",2,2023-02-15,2023-02-15,capella-8,"Esri Satellite tile (-33.70,150.70)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-02/capella-open-data-2023-02-15/CAPELLA_C08_SP_GEO_HH_20230215231844_20230215231908/CAPELLA_C08_SP_GEO_HH_20230215231844_20230215231908.json,CAPELLA_C08_SP_GEO_HH_20230215231844_20230215231908,True,"Base Militar: landuse=military; Agricultura / Desmatamento: landuse=farmland,landuse=farmyard"
-26.8,151.2,"Queensland, Australia",Agricultura / Desmatamento,Alta,"A imagem revela claramente um padrão agrícola típico com campos cultivados em formato geométrico regular, divididos por estradas rurais e apresentando diferentes estágios de cultivo evidenciados pelas variações de cor. A localização em Jandowae, Queensland, região conhecida pela agricultura, e o clima subtropical confirmam o uso agrícola da terra.",2,2021-07-07,2021-07-07,capella-3,"Esri Satellite tile (-26.80,151.20)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2021/capella-open-data-2021-07/capella-open-data-2021-07-07/CAPELLA_C03_SP_GEO_HH_20210707121207_20210707121238/CAPELLA_C03_SP_GEO_HH_20210707121207_20210707121238.json,CAPELLA_C03_SP_GEO_HH_20210707121207_20210707121238,True,
36.1,-5.4,España,Base Militar,Alta,"As tags OSM confirmam múltiplas instalações militares na região (military=checkpoint, military=base, military=hospital, landuse=military, military=bunker, military=airfield, military=range, military=office). O monitoramento SAR intensivo com alta resolução (0.32m) e frequência de 2 dias indica vigilância de infraestrutura militar sensível. A localização nas coordenadas da Espanha próxima ao Estreito de Gibraltar é consistente com instalações militares estratégicas.",2,2025-09-23,2025-09-26,capella-13,"Esri Satellite tile (36.10,-5.40)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-09/capella-open-data-2025-09-23/CAPELLA_C13_SP_GEO_HH_20250923192508_20250923192516/CAPELLA_C13_SP_GEO_HH_20250923192508_20250923192516.json,CAPELLA_C13_SP_GEO_HH_20250923192508_20250923192516,True,"Área Portuária: industrial=port,harbour=yes; Base Militar: military=checkpoint,military=base,military=hospital,landuse=military,military=bunker,military=airfield,military=range,military=office; Agricultura / Desmatamento: landuse=farmyard"
36.2,-5.4,"San Roque, Andalucía, España",Área Portuária,Alta,"Tags OSM confirmam presença portuária (harbour=yes) e a imagem satellite mostra claramente uma baía com infraestrutura portuária, incluindo pier/cais e embarcações ancoradas. O monitoramento SAR intensivo (alta resolução 0.22m a cada 2 dias) é consistente com vigilância de atividade portuária estratégica na região de Gibraltar.",2,2025-09-23,2025-09-26,capella-13,"Esri Satellite tile (36.20,-5.40)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-09/capella-open-data-2025-09-23/CAPELLA_C13_SP_SLC_HH_20250923192508_20250923192516/CAPELLA_C13_SP_SLC_HH_20250923192508_20250923192516.json,CAPELLA_C13_SP_SLC_HH_20250923192508_20250923192516,True,"Área Portuária: harbour=yes; Base Militar: military=checkpoint,military=bunker"
